keyword,betweenness_co,betweenness_vote_count,betweenness_vote_average,betweenness_revenue
passport,3.0,10.0,558.0,3.0
cold case,3.0,0.0,76.16666666666667,0.0
jewry,3.0,7.0,77.0,4.0
jewish life,3.0,0.0,41.0,1.0
helicopter pilot,3.0,0.0,44.0,3.0
impostor,3.0,0.0,92.0,1.0
wishes come true,3.0,16646.0,32.0,7.0
passed over for promotion,3.0,3.0,44.0,4.0
violin player,3.0,0.0,174.0,1.0
poetic documentary,3.0,5554.0,5089.0,0.0
white supremacy,3.0,0.0,666.6666666666665,2.0
poseidon,3.0,2.0,10.5,2.0
isolated,3.0,5.0,18.5,1.0
crucifixion,3.0,0.0,44.0,3.0
mortuary,3.0,4.0,13.0,0.0
salem witch,3.0,0.0,13.0,0.0
break in,3.0,3.0,18.0,1.0
summit,3.0,0.0,26.5,2.0
sun,3.0,0.0,145.5,0.0
heist gone wrong,3.0,4.0,78.5,4.0
divorced parents,3.0,0.0,16.0,3.0
box,3.0,0.0,19.5,0.0
childhood home,3.0,0.0,71.5,2.0
little brother,3.0,0.0,17.0,0.0
violin,3.0,0.0,14.0,0.0
desecration,3.0,0.0,7.0,0.0
demon hunter,3.0,1.0,253.0,1.0
burglar,3.0,122.0,725.5,2.0
highway,3.0,64.0,7.0,5.0
bearer bonds,3.0,0.0,21.0,4.0
gay subtext,3.0,0.0,35.0,0.0
rodeo,3.0,3.0,28.0,4.0
cover-up,3.0,24.0,646.0,1.0
truck,3.0,5554.0,31.0,0.0
korean army,3.0,0.0,548.3333333333334,0.0
police station,3.0,0.0,26.0,0.0
asperger's syndrome,3.0,0.0,224.0,1.0
disguised voice,3.0,0.0,11.0,3.0
entity,3.0,2.0,17.0,3.0
infant,3.0,12.0,232.0,2.0
houseboat,3.0,1.0,32.0,1.0
soviet union,3.0,5.0,440.75,1.5
chinese,3.0,0.0,486.0,3.0
capture,3.0,12.5,78.5,3.0
bicycle,3.0,2.0,93.0,1.0
reverend,3.0,0.0,4.0,0.0
talking fish,3.0,1.0,8.0,2.0
home video,3.0,0.0,4.5,2.0
sibling rivalry,3.0,1.0,114.5,3.0
truck driver,3.0,3.0,5.0,3.0
married with children,3.0,0.0,41.0,0.0
naturalist,3.0,2.0,253.0,0.0
belief in god,3.0,0.0,181.0,3.0
dishonesty,3.0,0.0,79.16666666666667,0.0
overbearing father,3.0,4.0,155.0,2.0
farm life,3.0,0.0,257.0,1.0
release from prison,3.0,0.0,4.5,0.0
business partners,3.0,0.0,8.0,0.0
awkwardness,3.0,6.0,25.0,4.0
firearms / gun manufacturer,3.0,0.0,11.0,0.0
platonic love,3.0,0.0,10.0,3.0
labyrinth,3.0,7.0,150.0,3.0
backwards,3.0,6.0,27.0,3.0
death of a child,3.0,3.0,171.0,4.0
holy water,3.0,2.0,18.0,3.0
hoodlum,3.0,4.0,79.5,4.0
farming community,3.0,1.0,14.0,1.0
fireworks,3.0,207.0,4535.0,4.0
con,3.0,0.0,20.0,0.0
insomnia,3.0,0.0,454.5,2.0
arrow,3.0,1.0,27.0,3.0
estate,3.0,0.0,11.0,0.0
vault,3.0,14.999999999999998,43.33333333333333,2.0
insect,3.0,2.0,56.5,1.5
male camaraderie,3.0,0.0,22.0,2.0
corrupt businessman,3.0,3.0,61.0,4.0
lunatic asylum,3.0,0.0,20.0,0.0
attic,3.0,3.0,231.0,3.0
change of plan,3.0,0.0,3.333333333333333,2.0
graveyard,3.0,0.0,34.0,0.0
hand drawn animation,3.0,5.0,919.0,4.0
migration,3.0,0.0,66.5,0.0
praying,3.0,37.5,56.0,2.5
pregnant wife,3.0,1.0,18.0,3.0
bookshop,3.0,0.0,107.0,0.0
stage,3.0,0.0,44.5,3.0
teen anger,2.9999999999999996,0.0,60.0,2.0
rwandan genocide,2.9999999999999996,16.0,506.0,3.5
wealthy man,2.9857142857142858,9.0,87.0,1.0
exploding house,2.9833333333333334,6.0,24.933333333333334,4.0
giant spider,2.9833333333333334,3.0,3631.5227716727723,3.0
great white shark,2.9761904761904763,0.0,5.499999999999999,1.3333333333333333
children in danger,2.9666666666666663,0.6666666666666666,42.0,3.5
tyrannosaurus rex,2.9166666666666665,1.0,30.750000000000004,1.0
school of witchcraft,2.8696969696969696,11.829689754689756,481.39137806637837,3.015945165945166
wanted man,2.85,15.666666666666664,88.99999999999999,0.9999999999999999
hippopotamus,2.85,7.0,35.57142857142857,3.0
parade,2.8333333333333335,0.0,0.0,0.0
social injustice,2.8333333333333335,12.0,122.0,3.0
social realism,2.833333333333333,0.0,60.0,0.0
beverly hills,2.833333333333333,0.0,21.0,1.0
twin sister,2.833333333333333,2.0,20.0,2.0
garden,2.833333333333333,2.5,130.0,2.0
childhood crush,2.833333333333333,4.0,10.0,3.0
publisher,2.833333333333333,0.0,28.0,1.0
has been,2.833333333333333,0.0,10.5,2.5
war strategy,2.833333333333333,8.0,70.0,6.0
will,2.833333333333333,0.0,30.0,1.0
good becoming evil,2.833333333333333,16.0,51.0,4.0
drawing,2.833333333333333,3.0,7.0,4.0
dying woman,2.833333333333333,0.0,14.5,0.5
gnosticism,2.833333333333333,0.0,14.70907415597818,0.0
child custody,2.833333333333333,8.0,377.00000000000006,1.0
suicide mission,2.833333333333333,0.0,113.0,0.0
helplessness,2.833333333333333,4.0,69.0,1.0
stoner movie,2.833333333333333,0.5,7.0,1.5
lyrical,2.833333333333333,0.0,1712.3023809523809,2.0
clock tower,2.833333333333333,20.0,55.0,12.0
pov,2.833333333333333,3.0,72.0,1.5
spiritism,2.7928571428571423,4.666666666666667,68.5,2.6666666666666665
immigration,2.7539682539682544,20.0,168.0,3.0
psychotherapist,2.75,4.5,72.0,2.0
architecture,2.75,79.0,4776.300000000001,0.0
mississippi river,2.75,4.0,813.0,1.0
destroy,2.75,7.0,177.0,0.0
fired from the job,2.75,0.0,27.0,2.0
aviation,2.75,0.0,155.08333333333331,1.5
hammer,2.7,20.166666666666668,695.5952380952376,1.0
bulimia,2.6999999999999997,0.0,4.0,0.0
cyber terrorism,2.6999999999999997,3.0,7.0,3.0
prosecution,2.6999999999999997,1.0,382.0,1.0
miniaturization,2.6944444444444446,1.0,17.60357142857143,0.375
death of friend,2.6666666666666665,0.0,11.0,0.0
apostle,2.6666666666666665,4.0,27.533333333333342,2.6666666666666665
harlem,2.6666666666666665,1.0,105.16666666666667,0.5
pizza,2.6666666666666665,0.0,16.5,4.0
fear of commitment,2.6666666666666665,1.5,36.0,1.0
dunkirk,2.6666666666666665,0.0,74.0,1.5
creator,2.6666666666666665,8.0,71.0,4.0
post world war ii,2.6666666666666665,2.0,261.8333333333333,3.0
social worker,2.6666666666666665,1.0,59.0,0.0
fairies,2.6666666666666665,2.0,24.0,1.5
futuristic society,2.6666666666666665,0.0,6.0,3.0
wanting to have children,2.6666666666666665,0.0,20.0,2.5
hold-up robbery,2.6166666666666663,0.0,191.5,0.0
drifter,2.6166666666666663,2.5,114.5,1.0
nuclear missile,2.590909090909091,0.0,287.0,1.5
urban legend,2.583333333333333,1.0,6.0,1.0
disc jockey,2.583333333333333,3.0,10.5,1.0
claustrophobia,2.583333333333333,2.0,17.5,1.0
career,2.583333333333333,2.0,344.5,0.0
alien abduction,2.583333333333333,6.0,275.0,4.0
crucifix,2.583333333333333,0.0,86.0,0.0
munchausen syndrome by proxy,2.583333333333333,0.0,8.0,0.0
headshot,2.583333333333333,0.0,11.0,0.0
sperm bank,2.533333333333333,2.0,78.0,5.0
perfectionist,2.533333333333333,0.0,189.54999999999995,0.0
death in childbirth,2.5,0.0,128.0,0.0
retribution,2.5,0.0,419.63333333333344,1.0
stasis,2.5,9.0,155.0,3.0
stage performance,2.5,7.0,71.0,2.0
boredom,2.5,0.0,27.0,3.0
missing son,2.5,2.0,46.0,3.0
split personality,2.5,17.5,4675.827856190938,2.0
pollution,2.5,0.0,108.0,0.0
body snatching,2.5,0.0,11.0,0.0
scam,2.5,0.0,208.5,3.0
giant lizard,2.5,0.0,34.0,3.0
ancient language film,2.5,16.0,122.0,4.0
identity swap,2.5,2.0,13.0,1.0
telephone sex,2.5,0.0,5.0,0.0
beard,2.5,6.0,37.0,3.0
mysterious death,2.5,2.0,56.0,2.0
sad story,2.5,4.5,30.5,1.5
pond,2.5,4.0,199.0,0.0
bank heist,2.5,4.0,40.5,5.0
conman,2.5,2.0,633.0,3.0
animate statue,2.5,4.0,17.0,3.0
bromance,2.5,0.0,4250.0,0.0
housewife,2.5,2.25,20.000000000000004,1.5
failure,2.5,12.0,18.0,2.0
contamination,2.5,0.0,59.0,1.0
public relations,2.5,0.0,16.0,2.0
small community,2.5,8.0,490.0,4.0
friendship bracelet,2.5,0.0,32.0,0.0
stereotype,2.5,11.999999999999998,121.50000000000001,2.666666666666667
interwoven stories,2.5,9.0,31.0,3.0
smithsonian,2.5,0.5,20.5,1.5
ballet school,2.5,4.5,102.0,4.0
gay friend,2.5,0.0,6.5,0.0
troubled marriage,2.5,0.0,22.0,0.0
naval battle,2.5,0.0,79.0,1.0
clue,2.5,12.0,40.3,4.0
alchemy,2.5,0.0,28.200000000000003,0.0
clown makeup,2.5,1.5,409.5,3.0
crow,2.5,0.0,47.0,0.0
congo,2.5,0.0,18.0,0.0
injury,2.5,2.0,26.0,0.0
estate agent,2.5,0.0,11.0,2.0
rescue operation,2.5,4.0,368.0,2.0
adrenaline junkie,2.5,6.0,24.0,2.0
hooligan,2.5,0.0,18.03333333333333,0.0
off the grid,2.5,3.0,143.0,0.0
psychological disorders,2.5,9.238095238095237,20.233333333333334,2.0
nsa agent,2.5,6.0,20.0,2.0
death by poisoning,2.5,5.0,20.0,1.0
christmas romance,2.5,0.0,40.666666666666664,2.5
horror remake,2.5,1.0,10.0,2.0
sword fighting,2.5,1.0,18.0,1.0
sled dogs,2.5,0.0,34.5,0.0
royal navy,2.4999999999999996,3.0,44.0,3.0
contract killer,2.4999999999999996,0.0,24.666666666666668,0.0
dirty cop,2.4999999999999996,1.0,88.16666666666667,1.0
anthropomorphic animal,2.4833333333333334,1.5,280.3333333333333,3.0
suicide bombing,2.4166666666666665,3.0,29.0,3.0
ambassador,2.4166666666666665,0.0,51.0,0.0
genetic engineering,2.4166666666666665,10.0,38.08333333333333,3.5
satanism,2.4166666666666665,5.0,69.5,0.6666666666666666
world war,2.4075757575757577,0.75,9.75,1.25
satanic panic,2.4,0.5,4.0,1.5
degeneration,2.4,0.5,35.5,0.5
questioning,2.3999999999999995,16.0,1070.8333333333335,8.0
french cuisine,2.392857142857143,5.000000000000001,44.092857142857184,1.6
stone age,2.3666666666666667,1.5,6.25,2.25
sorority,2.3666666666666663,0.0,9.833333333333332,0.0
ronin,2.3666666666666663,1.0,1.5,1.3333333333333333
world champion,2.365079365079365,7.0,98.0,1.0
dance competition,2.342857142857143,9.666666666666666,35.166666666666664,0.9999999999999999
strike,2.3333333333333335,0.0,378.0,0.0
protest,2.3333333333333335,0.0,1195.5785714285714,0.0
teen adventure,2.3333333333333335,0.0,9.0,0.0
rio de janeiro,2.3333333333333335,8.0,6629.666666666666,4.5
lifelong friendship,2.3333333333333335,0.0,16.0,1.0
1st century,2.3333333333333335,0.0,5.166666666666667,2.0
ship's crew,2.333333333333333,2.0,19.5,2.0
book,2.333333333333333,2.0,15.0,0.0
presidential election,2.333333333333333,0.0,271.5,0.0
emergency landing,2.333333333333333,0.0,104.41666666666679,1.0
manhattan,2.333333333333333,8.0,513.0,1.0
subway tunnel,2.333333333333333,0.0,7.0,0.0
sultan,2.333333333333333,9.0,24.66666666666666,3.0
lighthouse,2.333333333333333,0.0,16.0,1.0
students' movement,2.333333333333333,0.0,55.0,2.0
stamp,2.333333333333333,0.0,64.5,0.0
corporation,2.333333333333333,0.0,87.49999999999999,0.0
brooklyn bridge,2.333333333333333,1.5,13.0,2.0
addiction recovery,2.333333333333333,0.0,8.0,0.0
robot fighting,2.333333333333333,0.0,58.5,0.0
swindle,2.333333333333333,0.0,477.0,0.0
calcutta,2.333333333333333,0.0,2.0,0.0
firefighting,2.333333333333333,0.0,43.5,0.8333333333333333
corrupt judge,2.333333333333333,0.0,13.5,2.0
murdered,2.333333333333333,0.0,5.166666666666667,0.0
ice hockey,2.333333333333333,0.0,200.0,8.0
female journalist,2.283333333333333,0.0,79.83333333333333,0.0
vice president,2.2666666666666666,1.9999999999999998,21.833333333333336,2.6666666666666665
louvre museum,2.25,0.0,12.999999999999996,1.9999999999999998
lobotomy,2.25,0.0,7.0,1.0
fame-seeking,2.25,52.0,117.0,3.0
victorian era,2.25,11.6,103.51666666666665,3.0
elite,2.25,0.0,16.0,1.0
magical object,2.25,24951.75,708.6666666666667,3.75
space battle,2.2499999999999996,10.0,25.5,3.0
salem,2.233333333333333,0.0,0.0,0.0
human android relationship,2.2087662337662337,5.75,67.08333333333331,0.5
blood lust,2.2,2.0,7.0,1.0
oil rig,2.2,1.3333333333333333,3.9999999999999996,0.6666666666666666
drone,2.2,0.0,132.0,0.0
autofiction,2.191666666666667,0.0,9.5,0.0
space pirate,2.1916666666666664,1.8000000000000003,15.6,0.8
homeless girl,2.166666666666667,0.0,8.0,0.0
australian outback,2.166666666666667,0.0,21.916666666666664,1.5
principal,2.1666666666666665,0.0,87.0,0.5
airplane accident,2.1666666666666665,0.0,36.166666666666664,1.5
student,2.1666666666666665,0.0,132.0,0.0
anxiety,2.1666666666666665,2.0,30.5,2.0
partying,2.166666666666666,0.0,89.83333333333334,2.0
crime fighter,2.15515873015873,36.01428571428571,1163.5058025308028,4.069047619047619
master,2.1500000000000004,1.0,23.249999999999996,0.25
planet mars,2.15,2.0,46.583333333333336,0.5
anti villain,2.142857142857143,13.5,1195.357142857143,0.25
messiah,2.1345238095238095,0.3333333333333333,70.06146908646906,0.0
dread,2.1166666666666667,2.0,15.5,1.5
ex-marine,2.1,0.75,26.33333333333333,1.5
baker,2.1,0.0,3.5,0.0
time-manipulation,2.0833333333333335,6.5,857.6666666666665,2.0
farewell,2.0833333333333335,0.0,6.0,0.0
christmas party,2.083333333333333,0.6666666666666666,114.96666666666668,1.7499999999999996
absent father,2.083333333333333,0.0,16.666666666666668,1.5
war trauma,2.083333333333333,3.9999999999999996,49.833333333333336,2.6666666666666665
multiverse,2.083333333333333,0.0,13.0,1.0
environmentalism,2.0666666666666664,0.0,33.0,0.0
cartoon donkey,2.0535714285714284,4.791666666666667,15.423412698412701,2.4
butcher,2.033333333333333,0.0,37.0,0.0
prisoner of war,2.0,15.0,1558.7499999999998,0.0
unexpected romance,2.0,0.0,17.0,0.0
draining souls,2.0,2.0,7.0,2.0
young man,2.0,0.0,57.33333333333333,1.0
suspicion of murder,2.0,0.0,39.0,0.0
cowboy,2.0,5.0,402.5,2.0
coyote,2.0,0.0,7.0,0.0
candlelight vigil,2.0,22.5,1514.3333333333333,1.0
old footage,2.0,0.0,30.0,1.0
dissociative identity disorder,2.0,5.142857142857142,28.84285714285714,3.0
drug crime,2.0,1.0,18.833333333333332,2.0
asian woman,2.0,14.0,166.0,2.0
jewelry heist,2.0,0.0,683.0,2.0
scooter,2.0,0.0,10.666666666666666,1.0
milan,2.0,0.0,17.0,1.0
military operation,2.0,12.0,70.0,3.0
press,2.0,0.0,4.0,0.0
fire engine,2.0,0.0,15.0,2.0
responsibility,2.0,8.0,83.66666666666666,1.0
9th century,2.0,0.0,52.0,1.0
night shift,2.0,1.0,161.83333333333331,0.5
u.s. cavalry,2.0,0.0,10.0,4.0
dead child,2.0,1.0,21.0,1.0
fist fight,2.0,2.0,9.0,2.0
mistake in person,2.0,13.0,212.5,4.0
prophetic,2.0,0.0,52.0,2.0
guilty conscience,2.0,0.5,202.5,0.0
missouri,2.0,0.0,1005.0,0.0
kidney transplant,2.0,0.0,30.0,0.0
just married,2.0,2.0,18.0,3.0
car bomb,2.0,0.0,105.5,0.5
newspaper man,2.0,0.0,8.0,0.0
fighter jet,2.0,0.0,11.0,2.0
female lover,2.0,1.0,214.0,1.0
prodigy,2.0,2.0,57.49999999999999,2.0
jantar,2.0,0.0,33.0,0.0
magic book,2.0,2.0,10.0,2.0
sick child,2.0,0.0,36.0,0.0
mexican american,2.0,2.0,58.300000000000004,2.0
missing in action,2.0,0.0,5.0,0.0
space shuttle,2.0,6.199999999999999,45.53333333333334,2.0
singing competition,2.0,0.0,29.0,0.0
turtle,2.0,0.0,7.0,1.0
harpoon,2.0,0.0,3.0,1.0
tv news anchor,2.0,0.0,82.0,4.0
beijing,2.0,0.0,19.0,0.0
deep space,2.0,0.0,7.0,0.0
fast food,2.0,2.0,51.0,0.0
vietnam,2.0,1.5,623.8333333333333,0.0
nevada,2.0,2.0,34.0,2.0
vigilantism,2.0,19.0,91.5,6.0
taliban,2.0,0.0,114.0,2.0
language,2.0,0.0,374.0,0.0
british empire,2.0,11.0,387.0,2.0
crime investigation,2.0,2.0,16.0,1.0
pub,2.0,0.0,55.0,0.0
graveyard shift,2.0,0.0,5.0,0.0
space colony,2.0,50.0,65.49999999999999,0.0
truck stop,2.0,0.0,4.0,0.0
school performance,2.0,13.5,211.0,1.0
opioid crisis,2.0,0.0,12.0,0.0
reincarnation,2.0,0.0,6357.366666666677,1.0
gaming,2.0,6.0,25.0,2.0
children's author,2.0,0.0,3.5,0.0
beforecreditsstinger,2.0,2.0,55.0,2.0
outcast,2.0,2.0,296.0,1.0
hybrid,2.0,0.0,65.5,0.0
plagiarism,2.0,0.0,37.0,2.0
psychological abuse,2.0,0.0,66.0,0.0
mother role,2.0,19.0,557.5,2.0
motherly love,2.0,1.0,8.0,2.0
girls' love (gl),2.0,2.0,236.66666666666666,0.0
tour bus,2.0,0.0,9.0,2.0
loss and grief,2.0,0.0,867.8333333333334,2.0
factory,2.0,0.0,390.0,2.0
fake documentary,2.0,0.0,161.33333333333334,2.5
blackout,2.0,2.0,20.0,2.0
railway station,2.0,4.0,66.0,3.0
mutiny,2.0,9.0,149.0,2.0
catastrophe,2.0,2.0,72.66666666666666,1.0
mythical artifact,2.0,0.0,20.0,5.0
mutilation,2.0,0.0,992.7952380952382,2.0
trumpet,2.0,0.0,7.0,1.0
high school american football,2.0,0.0,387.66666666666663,2.0
erotic movie,2.0,0.0,33.0,0.0
physical immortality,2.0,0.0,2.0,0.0
intelligence officer,2.0,1.0,3.0,2.0
satanic ritual,2.0,7.0,40.83333333333333,2.0
child prostitution,2.0,0.0,20.0,0.0
medication,2.0,1.0,141.5,2.0
eye operation,2.0,0.0,130.0,0.5
bank robber,2.0,1.0,6.5,2.0
aura,2.0,0.0,6.0,0.0
evil robot,2.0,0.0,9.0,2.0
angry mob,2.0,8.0,87.0,3.0
mcdonald's,2.0,0.0,13.0,0.0
desk,2.0,2.0,33.0,2.0
imperialism,2.0,0.0,18.0,0.0
purgatory,2.0,0.0,71.0,0.0
social network,2.0,4.0,90.0,1.0
alter ego,2.0,0.0,1403.5,0.0
ceo,2.0,0.0,36.416666666666664,0.0
generation gap,2.0,0.0,12.0,0.0
train travel,2.0,15.0,112.0,2.0
transplantation,2.0,0.0,3.0,0.0
teen superhero,2.0,4.4,601.1095238095239,2.0
ancient temple,2.0,0.0,6.0,1.0
literary adaptation,2.0,4.0,54.0,2.0
witch hunt,2.0,2.0,27.5,0.0
bicycle courier,2.0,1.0,8.0,1.0
north dakota,2.0,0.0,7.0,1.0
mini cooper,2.0,0.0,151.0,0.0
power of love,2.0,0.0,2737.0,2.0
driver,2.0,94.0,1727.5833333333333,2.0
stag night,2.0,124.0,54.0,2.0
college reunion,2.0,0.0,3.0,0.0
student mentor relationship,1.9999999999999998,0.0,90.66666666666666,0.0
tape,1.9999999999999996,0.0,18.0,0.0
u.n. secretary general,1.9999999999999996,0.0,20.5,0.0
poem,1.9500000000000002,0.0,123.0,0.0
evil tyrant,1.9500000000000002,3.5,154.0,2.5
wild west,1.9166666666666665,0.0,58.81666666666666,0.0
unrequited love,1.9166666666666665,2.0,263.0,3.0
objective,1.9166666666666663,2.0,61.5,1.5
jury,1.9,1.0,16.5,1.5
grifter,1.9,0.0,68.0,1.0
violence against animals,1.8683575042920388,1.4248710010319918,8.16354064598833,1.4248710010319918
contagion,1.8683575042920388,1.4248710010319918,8.16354064598833,1.4248710010319918
cine argentino,1.8666666666666667,0.0,787.6666666666667,0.0
zebra,1.8666666666666667,35.0,40.07142857142857,10.0
flesh eating,1.8666666666666667,0.0,21.5,0.0
alexander the great,1.8666666666666665,0.0,21.5,0.0
palestine,1.8666666666666665,0.0,268.23333333333323,0.5
grandmother granddaughter relationship,1.8666666666666665,0.0,52.5,0.0
dystopian sci-fi,1.8428571428571427,3.0,396.5833333333333,0.25
cryptozoology,1.8333333333333335,5.333333333333333,53.99999999999999,6.666666666666667
old friends,1.8333333333333335,0.0,47.0,0.0
air,1.8333333333333333,0.0,11.0,4.0
individuality,1.8333333333333333,3.4,114.33601953601952,3.0
externally controlled action,1.8333333333333333,0.0,11.0,0.0
social inequality,1.8333333333333333,0.0,14.5,0.0
allegory,1.8333333333333333,314.0,7591.0,4.0
hanging out,1.8333333333333333,2.0,9.0,3.0
animal testing,1.8333333333333333,0.0,91.0,4.0
loss of child,1.8333333333333333,0.0,151.0,1.5
lone wolf,1.8333333333333333,2.0,75.0,2.0
loser,1.8333333333333333,0.0,2.0,3.0
new identity,1.8333333333333333,0.0,32.0,0.0
boys' boarding school,1.8333333333333333,1.0,73.0,2.0
80s throwback,1.8333333333333333,1.5,47.0,2.5
sexual pleasure,1.8333333333333333,0.0,61.0,0.0
sea turtle,1.8333333333333333,5.0,479.0,3.0
campaign,1.8333333333333333,0.0,47.5,2.5
spear,1.8333333333333333,3.0,30.0,3.0
seattle,1.833333333333333,0.0,61.0,1.5
adaptation,1.833333333333333,2.0,562.8333333333334,2.5
mormon missionary,1.833333333333333,2.0,16.5,0.0
luxury hotel,1.833333333333333,0.0,19.5,1.0
kindergarten,1.833333333333333,0.0,283.7,2.0
save the planet,1.833333333333333,7.999999999999999,9.333333333333332,3.3333333333333335
washington,1.833333333333333,0.0,61.0,1.5
ticket,1.833333333333333,1.0,9.5,1.5
horror filmmaking,1.833333333333333,0.0,42.0,3.0
hamburg,1.7857142857142856,0.0,97.50000000000001,0.5
family abandonment,1.7833333333333334,0.0,47.5,0.5
college applications,1.7833333333333334,5.0,56.0,0.0
virginity,1.7833333333333332,2.0,5.5,0.5
car dealer,1.7833333333333332,1.0,68.0,2.0
2060s,1.7666666666666668,3.600000000000001,301.261507936508,1.8000000000000003
golden gate bridge,1.764285714285714,0.10526315789473684,81.16373409012729,0.10526315789473684
master thief,1.75,11.0,151.08333333333334,3.0
painter as artist,1.75,0.0,2.5,0.0
movie set,1.75,0.0,30.0,4.0
teenage hero,1.75,101.0,233.69642857142856,3.0
turns into animal,1.75,15.999999999999998,167.0,1.3333333333333333
birth,1.7499999999999998,0.0,125.83333333333333,4.0
war injury,1.7000000000000002,0.0,11.0,0.0
soul music,1.7,0.0,9.5,0.5
rhythm and blues (r&b),1.7,0.0,9.5,0.5
support,1.6666666666666667,0.0,39.0,1.5
diabetic,1.6666666666666667,8.0,142.0,3.0
transgender,1.6666666666666665,1.0,493.0,0.0
haunted doll,1.6666666666666665,0.0,15.0,0.0
runaway train,1.6666666666666665,14.0,118.0,2.0
transport of prisoners,1.6666666666666665,0.0,12.333333333333332,1.0
military prison,1.6666666666666665,0.0,9.5,0.5
psycho killer,1.6666666666666665,0.0,9.0,0.0
mascot,1.6666666666666665,0.0,6.0,2.0
slave trade,1.6666666666666665,3.5,554.1666666666667,1.0
atrocity,1.65,4.0,187.90000000000003,1.0
teenage killer,1.6444444444444444,1.5,79.5,1.0
dam,1.6428571428571428,0.75,164.0,0.25
